time_s,r_0.0_cm,r_0.1_cm,r_0.2_cm,r_0.3_cm,r_0.4_cm,r_0.5_cm,r_0.6_cm,r_0.7_cm,r_0.8_cm,r_0.9_cm,r_1.0_cm,r_1.1_cm,r_1.2_cm,r_1.3_cm,r_1.4_cm,r_1.5_cm,r_1.6_cm,r_1.7_cm,r_1.8_cm,r_1.9_cm,surface,radius_cm,cmax_kg_kg,volume_mean_kg_kg
3180.0,2.549999999983511,2.5499999999413494,2.5499999995159786,2.5499999958282755,2.5499999662689214,2.549999752015293,2.5499983633330783,2.5499903713363894,2.5499496988983887,2.549766974295167,2.5490438062384717,2.546523321824645,2.538787188724068,2.5178750697569807,2.4680261052757415,2.363072669896852,2.167293806748731,1.8416727291447441,1.3514490655757663,,1.277233636312977,1.8124297821181545,2.549999999983511,2.3350413610052705
3240.0,2.5499999999691005,2.5499999998950336,2.5499999991823534,2.549999993321954,2.5499999486977774,2.549999640490276,2.5499977317810405,2.549987208129272,2.549935713675375,2.549712801927463,2.5488597503814754,2.545976995823998,2.537373847613093,2.5146918050449165,2.461818154537356,2.3526191155172476,2.1522191012359753,1.823243404813312,1.3326032167125728,,1.2737282952519415,1.8099247396916047,2.5499999999691005,2.331426783517713
3300.0,2.5499999999433673,2.549999999815918,2.549999998644057,2.54999998948682,2.549999923132141,2.54999948559902,2.549996893476547,2.549983171874351,2.5499185798786406,2.549648623246731,2.5486489467822966,2.5453693081792585,2.535843356363462,2.511327936564621,2.455392478011032,2.3420024299523665,2.1371409705481623,1.8050261685799052,1.3140157407675355,,1.2704753373253839,1.8073859857859005,2.5499999999433673,2.3278655057732847
3360.0,2.549999999898388,2.549999999683385,2.5499999977900707,2.5499999837101064,2.549999886407482,2.549999273274435,2.5499957908181776,2.54997808006283,2.549897711825382,2.5495732370534445,2.5484085533376106,2.54469688747824,2.5341913861534042,2.507783542126253,2.4487578535935093,2.331235842506728,2.1220739789611316,1.7870216178425091,1.2955735957339618,,1.2673682652339984,1.8048081905704678,2.549999999898388,2.324361911237595
3420.0,2.5499999998213485,2.549999999465418,2.5499999964580806,2.549999975138336,2.5499998343936987,2.549998985530732,2.5499943572656147,2.5499717039561753,2.5498725375787186,2.5494850705466514,2.548136340647837,2.5439552495273148,2.5324164401609233,2.50405970861473,2.4419252558132047,2.320336979757785,2.107038812765255,1.7692276160007583,1.2772392890815951,,1.2644829576030907,1.8021860242147345,2.5499999998213485,2.3209211328561214
3480.0,2.5499999996918943,2.549999999113191,2.5499999944133953,2.5499999625969947,2.549999761670458,2.5499985995742387,2.5499925117041276,2.5499637945693356,2.5498423362858667,2.5493828148110196,2.5478293629926525,2.5431414500288305,2.5305160950586276,2.5001550889190884,2.4349031380779924,2.3093183839308176,2.0920418922289357,1.7516199502478245,,,1.2617666782743422,1.7995141568881274,2.5499999996918943,2.3175476514426827
3540.0,2.549999999478348,2.5499999985534774,2.549999991321954,2.549999944482833,2.5499996612247715,2.549998088005942,2.5499901549518604,2.5499540601376496,2.5498064222169923,2.5492647347880495,2.547485030438821,2.5422525241342773,2.528487508912184,2.496075608525127,2.4277016379959817,2.298197555383793,2.0771008911912676,1.73419674521032,,,1.259254812601495,1.7967872587600737,2.549999999478348,2.314246963807623
3600.0,2.549999999132206,2.549999997678202,2.549999986715129,2.549999918675136,2.54999952391871,2.5499974167741626,2.549987177122258,2.549942170166849,2.5497639229428777,2.549129302146521,2.5471009433888945,2.541284986925572,2.526328753019613,2.491824417817398,2.420329613680915,2.286983607446657,2.062207107460935,1.7168979235026942,,,1.257161356923849,1.794,2.549999999132206,2.311022230880329
3660.0,2.5499999985804993,2.5499999963303126,2.549999979944708,2.5499998823631054,2.549999338469865,2.549996543585548,2.5499834422787906,2.549927765088202,2.5497140564462426,2.5489748152840437,2.5466739877800886,2.5402354465863586,2.5240394288477868,2.487402851148618,2.412790494907639,2.275675345567973,2.047339284694997,1.6997035860258307,,,1.255346331462105,1.7911592291938998,2.5499999985804993,2.3078625335576817
3720.0,2.5499999977152124,2.5499999942849274,2.5499999701259775,2.5499998318794965,2.549999090699796,2.5499954198607684,2.549978799105727,2.5499104215122306,2.5496557784024887,2.5487993435839718,2.5462016850158444,2.5391016719567383,2.521617890642119,2.4828128341729014,2.405091224723207,2.2642839049136256,2.03250750729595,1.6826360479768148,,,1.2536394498537546,1.788277336819172,2.5499999977152124,2.3047529019217015
3780.0,2.5499999963789057,2.5499999912243854,2.54999995606438,2.549999762475537,2.5499987629268754,2.549993986197973,2.549973073433515,2.5498897042313855,2.549588195771008,2.5486012711353387,2.545681565611376,2.5378809591518854,2.519063268120216,2.478057638954368,2.397239642719117,2.2528165976663796,2.0177121639648417,1.6656635312801564,,,1.2521325873616707,1.7853573058823529,2.5499999963789057,2.3016884627424354
