study,level,level_time_s,radius_cm,temperature_signed_error_C,temperature_absolute_error_C,moisture_signed_error,moisture_absolute_error
space,20,21600.0,0.7,1.2539101135189412e-07,1.2539101135189412e-07,4.372717793699188e-05,4.372717793699188e-05
space,20,21600.0,0.8,1.25196265798877e-07,1.25196265798877e-07,4.215763740944567e-05,4.215763740944567e-05
space,20,21600.0,0.9,1.2422066220096895e-07,1.2422066220096895e-07,4.136376493579785e-05,4.136376493579785e-05
space,20,21600.0,1.0,1.2980012797925156e-07,1.2980012797925156e-07,3.115461000424702e-05,3.115461000424702e-05
space,20,21600.0,1.1,1.3002318155486137e-07,1.3002318155486137e-07,2.7847366070976598e-05,2.7847366070976598e-05
space,20,21600.0,1.2,1.26860413729446e-07,1.26860413729446e-07,2.91602118681622e-05,2.91602118681622e-05
space,20,21600.0,1.3,1.275431031899643e-07,1.275431031899643e-07,2.406789715092561e-05,2.406789715092561e-05
space,20,21600.0,1.4,1.3369583484745817e-07,1.3369583484745817e-07,8.582285618286e-06,8.582285618286e-06
space,20,21600.0,1.5,1.4277065929491073e-07,1.4277065929491073e-07,-1.495907835424859e-05,1.495907835424859e-05
space,20,21600.0,1.6,1.4997806374594802e-07,1.4997806374594802e-07,-3.911449810234391e-05,3.911449810234391e-05
space,20,21600.0,1.7,1.5136805586735136e-07,1.5136805586735136e-07,-5.525427049546394e-05,5.525427049546394e-05
space,20,21600.0,1.8,1.4783017832087353e-07,1.4783017832087353e-07,-6.361099058482811e-05,6.361099058482811e-05
space,20,21600.0,1.9,1.4321329899757984e-07,1.4321329899757984e-07,-7.379681572938779e-05,7.379681572938779e-05
space,20,21600.0,2.0,1.359090902042226e-07,1.359090902042226e-07,-7.904968355298969e-05,7.904968355298969e-05
space,20,43200.0,0.0,-1.9610979506978765e-11,1.9610979506978765e-11,0.0001216608851691281,0.0001216608851691281
space,20,43200.0,0.1,-1.9042545318370685e-11,1.9042545318370685e-11,0.00012188968344445383,0.00012188968344445383
space,20,43200.0,0.2,-1.8758328224066645e-11,1.8758328224066645e-11,0.0001225126967212553,0.0001225126967212553
space,20,43200.0,0.3,-1.887201506178826e-11,1.887201506178826e-11,0.00012312143590337277,0.00012312143590337277
space,20,43200.0,0.4,-1.836042429204099e-11,1.836042429204099e-11,0.00012536604365653847,0.00012536604365653847
space,20,43200.0,0.5,-1.830358087318018e-11,1.830358087318018e-11,0.00012618448714524222,0.00012618448714524222
space,20,43200.0,0.6,-1.7394086171407253e-11,1.7394086171407253e-11,0.00013113996438351982,0.00013113996438351982
space,20,43200.0,0.7,-1.6711965145077556e-11,1.6711965145077556e-11,0.00013218649847474007,0.00013218649847474007
space,20,43200.0,0.8,-1.6484591469634324e-11,1.6484591469634324e-11,0.00013713230812795185,0.00013713230812795185
space,20,43200.0,0.9,-1.6370904631912708e-11,1.6370904631912708e-11,0.00014382072524071754,0.00014382072524071754
space,20,43200.0,1.0,-1.6200374375330284e-11,1.6200374375330284e-11,0.00014484369203343617,0.00014484369203343617
space,20,43200.0,1.1,-1.6484591469634324e-11,1.6484591469634324e-11,0.00015240568888841288,0.00015240568888841288
space,20,43200.0,1.2,-1.6370904631912708e-11,1.6370904631912708e-11,0.00016598692911717894,0.00016598692911717894
space,20,43200.0,1.3,-1.6257217794191092e-11,1.6257217794191092e-11,0.0001761479711882008,0.0001761479711882008
space,20,43200.0,1.4,-1.546140993013978e-11,1.546140993013978e-11,0.00017666229387452992,0.00017666229387452992
space,20,43200.0,1.5,-1.5063505998114124e-11,1.5063505998114124e-11,0.0001657035487205305,0.0001657035487205305
space,20,43200.0,1.6,-1.3244516594568267e-11,1.3244516594568267e-11,0.00014886758077065076,0.00014886758077065076
space,20,43200.0,1.7,-8.412825991399586e-12,8.412825991399586e-12,0.0001421229370174304,0.0001421229370174304
space,20,43200.0,1.8,-1.2448708730516955e-11,1.2448708730516955e-11,0.00015075192060937104,0.00015075192060937104
space,20,43200.0,1.9,-1.4495071809506044e-11,1.4495071809506044e-11,0.00011576917191655212,0.00011576917191655212
space,20,43200.0,2.0,-1.2448708730516955e-11,1.2448708730516955e-11,-0.00017436566198161807,0.00017436566198161807
space,20,86400.0,0.0,-2.2225776774575934e-11,2.2225776774575934e-11,0.0003497606672247522,0.0003497606672247522
space,20,86400.0,0.1,-2.2396307031158358e-11,2.2396307031158358e-11,0.0003505864250276658,0.0003505864250276658
space,20,86400.0,0.2,-2.148681232938543e-11,2.148681232938543e-11,0.0003530537004139689,0.0003530537004139689
space,20,86400.0,0.3,-2.0975221559638157e-11,2.0975221559638157e-11,0.00035704359413743503,0.00035704359413743503
space,20,86400.0,0.4,-2.0691004465334117e-11,2.0691004465334117e-11,0.00036331182448140487,0.00036331182448140487
space,20,86400.0,0.5,-2.0179413695586845e-11,2.0179413695586845e-11,0.00037071876246710933,0.00037071876246710933
space,20,86400.0,0.6,-1.944044925039634e-11,1.944044925039634e-11,0.00038177052929772026,0.00038177052929772026
space,20,86400.0,0.7,-1.8815171642927453e-11,1.8815171642927453e-11,0.00039327464809335577,0.00039327464809335577
space,20,86400.0,0.8,-1.8701484805205837e-11,1.8701484805205837e-11,0.0004089276185732238,0.0004089276185732238
space,20,86400.0,0.9,-1.7962520360015333e-11,1.7962520360015333e-11,0.0004282757633329026,0.0004282757633329026
space,20,86400.0,1.0,-1.779199010343291e-11,1.779199010343291e-11,0.00044838322579443535,0.00044838322579443535
space,20,86400.0,1.1,-1.7394086171407253e-11,1.7394086171407253e-11,0.0004759117448695782,0.0004759117448695782
space,20,86400.0,1.2,-1.6825651982799172e-11,1.6825651982799172e-11,0.0005121183575663435,0.0005121183575663435
space,20,86400.0,1.3,-1.6086687537608668e-11,1.6086687537608668e-11,0.0005539223032968721,0.0005539223032968721
space,20,86400.0,1.4,-1.5916157281026244e-11,1.5916157281026244e-11,0.0006002045655279231,0.0006002045655279231
space,20,86400.0,1.5,-1.5631940186722204e-11,1.5631940186722204e-11,0.0006537437373596855,0.0006537437373596855
space,20,86400.0,1.6,-1.4097167877480388e-11,1.4097167877480388e-11,0.0007261503557021709,0.0007261503557021709
space,20,86400.0,1.7,-1.2221335055073723e-11,1.2221335055073723e-11,0.0008481944726370372,0.0008481944726370372
space,20,86400.0,1.8,-1.0800249583553523e-11,1.0800249583553523e-11,0.0010787625483497931,0.0010787625483497931
space,20,86400.0,1.9,-8.242295734817162e-12,8.242295734817162e-12,0.0015790390532892384,0.0015790390532892384
space,20,86400.0,2.0,-1.1254996934439987e-11,1.1254996934439987e-11,-0.00011336478590930066,0.00011336478590930066
space,20,172800.0,0.0,-2.2453150450019166e-11,2.2453150450019166e-11,0.00044425974349601716,0.00044425974349601716
space,20,172800.0,0.1,-2.205524651799351e-11,2.205524651799351e-11,0.00044507526668260966,0.00044507526668260966
space,20,172800.0,0.2,-2.2396307031158358e-11,2.2396307031158358e-11,0.00044752837809325374,0.00044752837809325374
space,20,172800.0,0.3,-2.1657342585967854e-11,2.1657342585967854e-11,0.00045160171706609686,0.00045160171706609686
space,20,172800.0,0.4,-2.091837814077735e-11,2.091837814077735e-11,0.0004576679240704262,0.0004576679240704262
space,20,172800.0,0.5,-2.063416104647331e-11,2.063416104647331e-11,0.0004653286220555608,0.0004653286220555608
space,20,172800.0,0.6,-2.000888343900442e-11,2.000888343900442e-11,0.00047577501571827163,0.00047577501571827163
space,20,172800.0,0.7,-1.944044925039634e-11,1.944044925039634e-11,0.00048777423705384515,0.00048777423705384515
space,20,172800.0,0.8,-1.9383605831535533e-11,1.9383605831535533e-11,0.0005031631579326401,0.0005031631579326401
space,20,172800.0,0.9,-1.722355591482483e-11,1.722355591482483e-11,0.0005220408103405738,0.0005220408103405738
space,20,172800.0,1.0,-1.6370904631912708e-11,1.6370904631912708e-11,0.0005433765296620763,0.0005433765296620763
space,20,172800.0,1.1,-1.5631940186722204e-11,1.5631940186722204e-11,0.0005708493435644946,0.0005708493435644946
space,20,172800.0,1.2,-1.5063505998114124e-11,1.5063505998114124e-11,0.0006058974043193777,0.0006058974043193777
space,20,172800.0,1.3,-1.4154011296341196e-11,1.4154011296341196e-11,0.0006480155973808133,0.0006480155973808133
space,20,172800.0,1.4,-1.3130829756846651e-11,1.3130829756846651e-11,0.0006980362141690566,0.0006980362141690566
space,20,172800.0,1.5,-1.2676082405960187e-11,1.2676082405960187e-11,0.0007597669181106104,0.0007597669181106104
space,20,172800.0,1.6,-1.233502189279534e-11,1.233502189279534e-11,0.000844160937083005,0.000844160937083005
space,20,172800.0,1.7,-1.1254996934439987e-11,1.1254996934439987e-11,0.0009790164950160274,0.0009790164950160274
space,20,172800.0,1.8,-1.1368683772161603e-11,1.1368683772161603e-11,0.0012261979858846223,0.0012261979858846223
space,20,172800.0,1.9,-1.1596057447604835e-11,1.1596057447604835e-11,0.0017945543408773301,0.0017945543408773301
space,20,172800.0,2.0,-1.1652900866465643e-11,1.1652900866465643e-11,3.3151348260880564e-05,3.3151348260880564e-05
space,20,259200.0,0.0,-3.001332515850663e-11,3.001332515850663e-11,0.0004183213582394929,0.0004183213582394929
space,20,259200.0,0.1,-3.063860276597552e-11,3.063860276597552e-11,0.0004188464755201793,0.0004188464755201793
space,20,259200.0,0.2,-3.001332515850663e-11,3.001332515850663e-11,0.00042042461615010573,0.00042042461615010573
space,20,259200.0,0.3,-2.955857780762017e-11,2.955857780762017e-11,0.00042303888666977985,0.00042303888666977985
space,20,259200.0,0.4,-2.8705926524708048e-11,2.8705926524708048e-11,0.00042693216941672163,0.00042693216941672163
space,20,259200.0,0.5,-2.830802259268239e-11,2.830802259268239e-11,0.0004318202960959805,0.0004318202960959805
space,20,259200.0,0.6,-2.779643182293512e-11,2.779643182293512e-11,0.0004384994429710576,0.0004384994429710576
space,20,259200.0,0.7,-2.7341684472048655e-11,2.7341684472048655e-11,0.0004460907648216328,0.0004460907648216328
space,20,259200.0,0.8,-2.717115421546623e-11,2.717115421546623e-11,0.00045583134910315293,0.00045583134910315293
space,20,259200.0,0.9,-2.55226950685028e-11,2.55226950685028e-11,0.000467744336793946,0.000467744336793946
space,20,259200.0,1.0,-2.4385826691286638e-11,2.4385826691286638e-11,0.0004809951736228224,0.0004809951736228224
space,20,259200.0,1.1,-2.3703705664956942e-11,2.3703705664956942e-11,0.0004981210801581204,0.0004981210801581204
space,20,259200.0,1.2,-2.2680524125462398e-11,2.2680524125462398e-11,0.0005200269568219062,0.0005200269568219062
space,20,259200.0,1.3,-2.114575181622058e-11,2.114575181622058e-11,0.000546032424340745,0.000546032424340745
space,20,259200.0,1.4,-2.000888343900442e-11,2.000888343900442e-11,0.0005761766372090193,0.0005761766372090193
space,20,259200.0,1.5,-1.91562321560923e-11,1.91562321560923e-11,0.000612322934822912,0.000612322934822912
space,20,259200.0,1.6,-1.750777300912887e-11,1.750777300912887e-11,0.0006610737253190391,0.0006610737253190391
space,20,259200.0,1.7,-1.7280399333685637e-11,1.7280399333685637e-11,0.0007404587138228752,0.0007404587138228752
space,20,259200.0,1.8,-1.5518253349000588e-11,1.5518253349000588e-11,0.0008891353494865917,0.0008891353494865917
space,20,259200.0,1.9,-1.6768808563938364e-11,1.6768808563938364e-11,0.0012266984474205433,0.0012266984474205433
space,20,259200.0,2.0,-1.7337242752546445e-11,1.7337242752546445e-11,2.8950435181238077e-05,2.8950435181238077e-05
space,40,21600.0,0.0,8.121281780404388e-08,8.121281780404388e-08,1.8754974911994182e-05,1.8754974911994182e-05
space,40,21600.0,0.1,8.129035222737002e-08,8.129035222737002e-08,1.8557664987151057e-05,1.8557664987151057e-05
space,40,21600.0,0.2,8.168922249751631e-08,8.168922249751631e-08,1.7760007257505706e-05,1.7760007257505706e-05
space,40,21600.0,0.3,8.208746749005513e-08,8.208746749005513e-08,1.6745622857916587e-05,1.6745622857916587e-05
space,40,21600.0,0.4,8.21706294118485e-08,8.21706294118485e-08,1.5895725509085246e-05,1.5895725509085246e-05
space,40,21600.0,0.5,8.166307452484034e-08,8.166307452484034e-08,1.5552129991047714e-05,1.5552129991047714e-05
space,40,21600.0,0.6,8.052961675275583e-08,8.052961675275583e-08,1.577634933791483e-05,1.577634933791483e-05
space,40,21600.0,0.7,7.990212225195137e-08,7.990212225195137e-08,1.513711384626415e-05,1.513711384626415e-05
space,40,21600.0,0.8,8.113516969388002e-08,8.113516969388002e-08,1.1824905967627863e-05,1.1824905967627863e-05
space,40,21600.0,0.9,8.180131771950983e-08,8.180131771950983e-08,8.952007606422008e-06,8.952007606422008e-06
space,40,21600.0,1.0,8.077893198787933e-08,8.077893198787933e-08,8.053724072865087e-06,8.053724072865087e-06
space,40,21600.0,1.1,8.090688652373501e-08,8.090688652373501e-08,5.19571717316758e-06,5.19571717316758e-06
space,40,21600.0,1.2,8.01197757027694e-08,8.01197757027694e-08,3.2880340533614216e-06,3.2880340533614216e-06
space,40,21600.0,1.3,7.930657375254668e-08,7.930657375254668e-08,9.749542151382684e-07,9.749542151382684e-07
space,40,21600.0,1.4,7.84270355325134e-08,7.84270355325134e-08,-1.795240549884447e-06,1.795240549884447e-06
space,40,21600.0,1.5,7.790021072651143e-08,7.790021072651143e-08,-5.935339417950658e-06,5.935339417950658e-06
space,40,21600.0,1.6,7.693796533203567e-08,7.693796533203567e-08,-1.0240287377838442e-05,1.0240287377838442e-05
space,40,21600.0,1.7,7.475341590179596e-08,7.475341590179596e-08,-1.3001604280638013e-05,1.3001604280638013e-05
space,40,21600.0,1.8,7.192943485279102e-08,7.192943485279102e-08,-1.5462761714490902e-05,1.5462761714490902e-05
space,40,21600.0,1.9,6.867742285976419e-08,6.867742285976419e-08,-1.8179430009923614e-05,1.8179430009923614e-05
space,40,21600.0,2.0,6.468155788752483e-08,6.468155788752483e-08,-1.962188362458761e-05,1.962188362458761e-05
space,40,43200.0,0.0,3.205968823749572e-11,3.205968823749572e-11,2.9519354235452155e-05,2.9519354235452155e-05
space,40,43200.0,0.1,3.2798652682686225e-11,3.2798652682686225e-11,2.9496915222193554e-05,2.9496915222193554e-05
space,40,43200.0,0.2,3.2457592169521376e-11,3.2457592169521376e-11,2.931071980216693e-05,2.931071980216693e-05
space,40,43200.0,0.3,3.205968823749572e-11,3.205968823749572e-11,2.9178107315563917e-05,2.9178107315563917e-05
space,40,43200.0,0.4,3.200284481863491e-11,3.200284481863491e-11,2.9322977892709545e-05,2.9322977892709545e-05
space,40,43200.0,0.5,3.240074875066057e-11,3.240074875066057e-11,2.9962519791537634e-05,2.9962519791537634e-05
space,40,43200.0,0.6,3.2514435588382185e-11,3.2514435588382185e-11,3.116601331837332e-05,3.116601331837332e-05
space,40,43200.0,0.7,3.2230218494078144e-11,3.2230218494078144e-11,3.206348377543522e-05,3.206348377543522e-05
space,40,43200.0,0.8,3.069544618483633e-11,3.069544618483633e-11,3.143060617344373e-05,3.143060617344373e-05
space,40,43200.0,0.9,2.893330020015128e-11,2.893330020015128e-11,3.1293582229308115e-05,3.1293582229308115e-05
space,40,43200.0,1.0,2.631850293255411e-11,2.631850293255411e-11,3.281036386398872e-05,3.281036386398872e-05
space,40,43200.0,1.1,2.4215296434704214e-11,2.4215296434704214e-11,3.30897665230534e-05,3.30897665230534e-05
space,40,43200.0,1.2,2.1827872842550278e-11,2.1827872842550278e-11,3.446874722984328e-05,3.446874722984328e-05
space,40,43200.0,1.3,1.9667822925839573e-11,1.9667822925839573e-11,3.580623444471298e-05,3.580623444471298e-05
space,40,43200.0,1.4,1.8189894035458565e-11,1.8189894035458565e-11,3.691591466509214e-05,3.691591466509214e-05
space,40,43200.0,1.5,1.7109869077103212e-11,1.7109869077103212e-11,3.63485881453296e-05,3.63485881453296e-05
space,40,43200.0,1.6,1.6768808563938364e-11,1.6768808563938364e-11,3.5054465828798786e-05,3.5054465828798786e-05
space,40,43200.0,1.7,1.9667822925839573e-11,1.9667822925839573e-11,3.6353059969740364e-05,3.6353059969740364e-05
space,40,43200.0,1.8,1.3869794202037156e-11,1.3869794202037156e-11,3.6573010242846316e-05,3.6573010242846316e-05
space,40,43200.0,1.9,9.947598300641403e-12,9.947598300641403e-12,2.376773976295321e-05,2.376773976295321e-05
space,40,43200.0,2.0,1.0970779840135947e-11,1.0970779840135947e-11,-4.431958096243194e-05,4.431958096243194e-05
space,40,86400.0,0.0,2.7853275241795927e-11,2.7853275241795927e-11,8.113434152987042e-05,8.113434152987042e-05
space,40,86400.0,0.1,2.8137492336099967e-11,2.8137492336099967e-11,8.12880916202241e-05,8.12880916202241e-05
space,40,86400.0,0.2,2.8137492336099967e-11,2.8137492336099967e-11,8.170421669242978e-05,8.170421669242978e-05
space,40,86400.0,0.3,2.8194335754960775e-11,2.8194335754960775e-11,8.247947032319347e-05,8.247947032319347e-05
space,40,86400.0,0.4,2.773958840407431e-11,2.773958840407431e-11,8.372276495119402e-05,8.372276495119402e-05
space,40,86400.0,0.5,2.779643182293512e-11,2.779643182293512e-11,8.555319683975493e-05,8.555319683975493e-05
space,40,86400.0,0.6,2.7682744985213503e-11,2.7682744985213503e-11,8.804361264969085e-05,8.804361264969085e-05
space,40,86400.0,0.7,2.7114310796605423e-11,2.7114310796605423e-11,9.087207949254328e-05,9.087207949254328e-05
space,40,86400.0,0.8,2.6432189770275727e-11,2.6432189770275727e-11,9.354535870428893e-05,9.354535870428893e-05
space,40,86400.0,0.9,2.4272139853565022e-11,2.4272139853565022e-11,9.705135347168325e-05,9.705135347168325e-05
space,40,86400.0,1.0,2.233946361229755e-11,2.233946361229755e-11,0.00010207549383511871,0.00010207549383511871
space,40,86400.0,1.1,2.0691004465334117e-11,2.0691004465334117e-11,0.00010740252794266825,0.00010740252794266825
space,40,86400.0,1.2,1.9099388737231493e-11,1.9099388737231493e-11,0.00011446087819186324,0.00011446087819186324
space,40,86400.0,1.3,1.7394086171407253e-11,1.7394086171407253e-11,0.00012304052598538506,0.00012304052598538506
space,40,86400.0,1.4,1.574562702444382e-11,1.574562702444382e-11,0.00013360926407068874,0.00013360926407068874
space,40,86400.0,1.5,1.4495071809506044e-11,1.4495071809506044e-11,0.00014623676560276966,0.00014623676560276966
space,40,86400.0,1.6,1.3585577107733116e-11,1.3585577107733116e-11,0.00016329231793821286,0.00016329231793821286
space,40,86400.0,1.7,1.3415046851150692e-11,1.3415046851150692e-11,0.0001913356205337502,0.0001913356205337502
space,40,86400.0,1.8,1.2562395568238571e-11,1.2562395568238571e-11,0.00023853431870773933,0.00023853431870773933
space,40,86400.0,1.9,1.2676082405960187e-11,1.2676082405960187e-11,0.00033414749261304055,0.00033414749261304055
space,40,86400.0,2.0,6.0822458181064576e-12,6.0822458181064576e-12,-1.5273831381307224e-05,1.5273831381307224e-05
space,40,172800.0,0.0,2.802380549837835e-11,2.802380549837835e-11,8.91068468809042e-05,8.91068468809042e-05
space,40,172800.0,0.1,2.7910118660656735e-11,2.7910118660656735e-11,8.921894068589231e-05,8.921894068589231e-05
space,40,172800.0,0.2,2.745537130977027e-11,2.745537130977027e-11,8.953725687135816e-05,8.953725687135816e-05
space,40,172800.0,0.3,2.7910118660656735e-11,2.7910118660656735e-11,9.01048860935949e-05,9.01048860935949e-05
space,40,172800.0,0.4,2.8137492336099967e-11,2.8137492336099967e-11,9.097323143431035e-05,9.097323143431035e-05
space,40,172800.0,0.5,2.7910118660656735e-11,2.7910118660656735e-11,9.22026200245174e-05,9.22026200245174e-05
space,40,172800.0,0.6,2.773958840407431e-11,2.773958840407431e-11,9.383908770657645e-05,9.383908770657645e-05
space,40,172800.0,0.7,2.7284841053187847e-11,2.7284841053187847e-11,9.575713039872147e-05,9.575713039872147e-05
space,40,172800.0,0.8,2.6489033189136535e-11,2.6489033189136535e-11,9.774715830743186e-05,9.774715830743186e-05
space,40,172800.0,0.9,2.5636381906224415e-11,2.5636381906224415e-11,0.00010028326774505492,0.00010028326774505492
space,40,172800.0,1.0,2.4783730623312294e-11,2.4783730623312294e-11,0.00010373083430123553,0.00010373083430123553
space,40,172800.0,1.1,2.3305801732931286e-11,2.3305801732931286e-11,0.00010755072188850523,0.00010755072188850523
space,40,172800.0,1.2,2.1657342585967854e-11,2.1657342585967854e-11,0.00011252334017092247,0.00011252334017092247
space,40,172800.0,1.3,2.0122570276726037e-11,2.0122570276726037e-11,0.00011863926486968546,0.00011863926486968546
space,40,172800.0,1.4,1.9099388737231493e-11,1.9099388737231493e-11,0.00012628090414487647,0.00012628090414487647
space,40,172800.0,1.5,1.807620719773695e-11,1.807620719773695e-11,0.00013568427921359372,0.00013568427921359372
space,40,172800.0,1.6,1.688249540165998e-11,1.688249540165998e-11,0.00014857233397827518,0.00014857233397827518
space,40,172800.0,1.7,1.5859313862165436e-11,1.5859313862165436e-11,0.00016973068925590917,0.00016973068925590917
space,40,172800.0,1.8,1.4154011296341196e-11,1.4154011296341196e-11,0.00020636173069692176,0.00020636173069692176
space,40,172800.0,1.9,1.2107648217352107e-11,1.2107648217352107e-11,0.0002855077366881176,0.0002855077366881176
space,40,172800.0,2.0,9.606537787476555e-12,9.606537787476555e-12,4.299101088352242e-06,4.299101088352242e-06
space,40,259200.0,0.0,2.0179413695586845e-11,2.0179413695586845e-11,7.819860141924928e-05,7.819860141924928e-05
space,40,259200.0,0.1,1.8815171642927453e-11,1.8815171642927453e-11,7.828292526743108e-05,7.828292526743108e-05
space,40,259200.0,0.2,1.978150976356119e-11,1.978150976356119e-11,7.852389016893557e-05,7.852389016893557e-05
space,40,259200.0,0.3,1.9610979506978765e-11,1.9610979506978765e-11,7.895130017179786e-05,7.895130017179786e-05
space,40,259200.0,0.4,1.944044925039634e-11,1.944044925039634e-11,7.96014411147683e-05,7.96014411147683e-05
space,40,259200.0,0.5,1.921307557495311e-11,1.921307557495311e-11,8.051794451918726e-05,8.051794451918726e-05
space,40,259200.0,0.6,1.887201506178826e-11,1.887201506178826e-11,8.173608592201842e-05,8.173608592201842e-05
space,40,259200.0,0.7,1.836042429204099e-11,1.836042429204099e-11,8.317189666107172e-05,8.317189666107172e-05
space,40,259200.0,0.8,1.801936377887614e-11,1.801936377887614e-11,8.467905797915343e-05,8.467905797915343e-05
space,40,259200.0,0.9,1.7280399333685637e-11,1.7280399333685637e-11,8.659700634097711e-05,8.659700634097711e-05
space,40,259200.0,1.0,1.6257217794191092e-11,1.6257217794191092e-11,8.919629683262764e-05,8.919629683262764e-05
space,40,259200.0,1.1,1.546140993013978e-11,1.546140993013978e-11,9.209147479005697e-05,9.209147479005697e-05
space,40,259200.0,1.2,1.4551915228366852e-11,1.4551915228366852e-11,9.5865951769733e-05,9.5865951769733e-05
space,40,259200.0,1.3,1.3812950783176348e-11,1.3812950783176348e-11,0.00010052199879331813,0.00010052199879331813
space,40,259200.0,1.4,1.2676082405960187e-11,1.2676082405960187e-11,0.00010635408235680488,0.00010635408235680488
space,40,259200.0,1.5,1.1425527191022411e-11,1.1425527191022411e-11,0.00011353755082642303,0.00011353755082642303
space,40,259200.0,1.6,1.1027623258996755e-11,1.1027623258996755e-11,0.0001233962728841298,0.0001233962728841298
space,40,259200.0,1.7,8.924416761146858e-12,8.924416761146858e-12,0.00013968900798236317,0.00013968900798236317
space,40,259200.0,1.8,8.355982572538778e-12,8.355982572538778e-12,0.0001679819271573485,0.0001679819271573485
space,40,259200.0,1.9,4.718003765447065e-12,4.718003765447065e-12,0.0002287501758370114,0.0002287501758370114
space,40,259200.0,2.0,1.2505552149377763e-12,1.2505552149377763e-12,3.2306906513346334e-06,3.2306906513346334e-06
