test_case,reference_case,time_s,position_label,position_cm,C_ref_kg_kg,C_test_kg_kg,signed_error,absolute_error
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,1.625,r_1.0cm,1.0,2.549999999999999,2.55,8.881784197001252e-16,8.881784197001252e-16
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,1.625,center,0.0,2.549999999999994,2.55,5.773159728050814e-15,5.773159728050814e-15
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,1.6875,surface,2.0,2.5143872436528563,2.5431497021451106,0.02876245849225434,0.02876245849225434
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,1.6875,r_1.5cm,1.5,2.549999999999997,2.55,2.6645352591003757e-15,2.6645352591003757e-15
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,1.6875,r_1.0cm,1.0,2.549999999999999,2.55,8.881784197001252e-16,8.881784197001252e-16
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,1.6875,center,0.0,2.5499999999999936,2.55,6.217248937900877e-15,6.217248937900877e-15
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,1.75,surface,2.0,2.5134978040158575,2.542898488140397,0.029400684124539556,0.029400684124539556
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,1.75,r_1.5cm,1.5,2.549999999999997,2.55,2.6645352591003757e-15,2.6645352591003757e-15
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,1.75,r_1.0cm,1.0,2.549999999999999,2.55,8.881784197001252e-16,8.881784197001252e-16
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,1.75,center,0.0,2.549999999999993,2.55,6.661338147750939e-15,6.661338147750939e-15
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,1.8125,surface,2.0,2.5126265287656167,2.5426474510216788,0.03002092225606212,0.03002092225606212
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,1.8125,r_1.5cm,1.5,2.549999999999997,2.55,2.6645352591003757e-15,2.6645352591003757e-15
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,1.8125,r_1.0cm,1.0,2.549999999999999,2.55,8.881784197001252e-16,8.881784197001252e-16
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,1.8125,center,0.0,2.5499999999999927,2.55,7.105427357601002e-15,7.105427357601002e-15
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,1.875,surface,2.0,2.5117726262888462,2.5423965906107213,0.030623964321875086,0.030623964321875086
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,1.875,r_1.5cm,1.5,2.549999999999997,2.55,2.6645352591003757e-15,2.6645352591003757e-15
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,1.875,r_1.0cm,1.0,2.549999999999999,2.55,8.881784197001252e-16,8.881784197001252e-16
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,1.875,center,0.0,2.5499999999999923,2.55,7.549516567451064e-15,7.549516567451064e-15
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,1.9375,surface,2.0,2.5109353481341703,2.5421459067294916,0.03121055859532129,0.03121055859532129
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,1.9375,r_1.5cm,1.5,2.549999999999997,2.55,2.6645352591003757e-15,2.6645352591003757e-15
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,1.9375,r_1.0cm,1.0,2.549999999999999,2.55,8.881784197001252e-16,8.881784197001252e-16
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,1.9375,center,0.0,2.549999999999992,2.55,7.993605777301127e-15,7.993605777301127e-15
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,2.0,surface,2.0,2.510113986412085,2.541895399200159,0.031781412788074004,0.031781412788074004
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,2.0,r_1.5cm,1.5,2.549999999999997,2.55,2.6645352591003757e-15,2.6645352591003757e-15
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,2.0,r_1.0cm,1.0,2.549999999999999,2.55,8.881784197001252e-16,8.881784197001252e-16
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,2.0,center,0.0,2.5499999999999914,2.55,8.43769498715119e-15,8.43769498715119e-15
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,2.0625,surface,2.0,2.509307871360354,2.541645067845091,0.032337196484736985,0.032337196484736985
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,2.0625,r_1.5cm,1.5,2.549999999999997,2.5499999999999994,2.220446049250313e-15,2.220446049250313e-15
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,2.0625,r_1.0cm,1.0,2.549999999999999,2.55,8.881784197001252e-16,8.881784197001252e-16
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,2.0625,center,0.0,2.549999999999991,2.55,8.881784197001252e-15,8.881784197001252e-15
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,2.125,surface,2.0,2.5085163690639387,2.5413949124868567,0.03287854342291796,0.03287854342291796
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,2.125,r_1.5cm,1.5,2.549999999999997,2.549999999999999,1.7763568394002505e-15,1.7763568394002505e-15
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,2.125,r_1.0cm,1.0,2.549999999999999,2.55,8.881784197001252e-16,8.881784197001252e-16
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,2.125,center,0.0,2.5499999999999905,2.55,9.325873406851315e-15,9.325873406851315e-15
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,2.1875,surface,2.0,2.5077388793193056,2.5411449329482267,0.03340605362892113,0.03340605362892113
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,2.1875,r_1.5cm,1.5,2.549999999999997,2.5499999999999985,1.3322676295501878e-15,1.3322676295501878e-15
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,2.1875,r_1.0cm,1.0,2.549999999999999,2.55,8.881784197001252e-16,8.881784197001252e-16
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,2.1875,center,0.0,2.54999999999999,2.55,9.769962616701378e-15,9.769962616701378e-15
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,2.25,surface,2.0,2.5069748336336275,2.54089512905217,0.03392029541854269,0.03392029541854269
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,2.25,r_1.5cm,1.5,2.549999999999997,2.549999999999998,8.881784197001252e-16,8.881784197001252e-16
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,2.25,r_1.0cm,1.0,2.549999999999999,2.55,8.881784197001252e-16,8.881784197001252e-16
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,2.25,center,0.0,2.54999999999999,2.55,9.769962616701378e-15,9.769962616701378e-15
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,2.3125,surface,2.0,2.5062236933500484,2.540645500621856,0.03442180727180766,0.03442180727180766
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,2.3125,r_1.5cm,1.5,2.549999999999997,2.5499999999999976,4.440892098500626e-16,4.440892098500626e-16
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,2.3125,r_1.0cm,1.0,2.549999999999999,2.55,8.881784197001252e-16,8.881784197001252e-16
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,2.3125,center,0.0,2.54999999999999,2.55,9.769962616701378e-15,9.769962616701378e-15
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,2.375,surface,2.0,2.505484947890766,2.5403960474806535,0.034911099589887584,0.034911099589887584
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,2.375,r_1.5cm,1.5,2.549999999999997,2.549999999999997,0.0,0.0
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,2.375,r_1.0cm,1.0,2.549999999999999,2.55,8.881784197001252e-16,8.881784197001252e-16
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,2.375,center,0.0,2.54999999999999,2.55,9.769962616701378e-15,9.769962616701378e-15
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,2.4375,surface,2.0,2.504758113110235,2.5401467694521305,0.03538865634189525,0.03538865634189525
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,2.4375,r_1.5cm,1.5,2.549999999999997,2.5499999999999963,-8.881784197001252e-16,8.881784197001252e-16
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,2.4375,r_1.0cm,1.0,2.549999999999999,2.55,8.881784197001252e-16,8.881784197001252e-16
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,2.4375,center,0.0,2.54999999999999,2.55,9.769962616701378e-15,9.769962616701378e-15
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,2.5,surface,2.0,2.5040427297513257,2.539897666360054,0.035854936608728405,0.035854936608728405
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,2.5,r_1.5cm,1.5,2.549999999999997,2.5499999999999954,-1.7763568394002505e-15,1.7763568394002505e-15
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,2.5,r_1.0cm,1.0,2.549999999999999,2.55,8.881784197001252e-16,8.881784197001252e-16
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,2.5,center,0.0,2.54999999999999,2.55,9.769962616701378e-15,9.769962616701378e-15
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,2.5625,surface,2.0,2.503338361997729,2.53964873802839,0.03631037603066112,0.03631037603066112
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,2.5625,r_1.5cm,1.5,2.549999999999997,2.549999999999995,-2.220446049250313e-15,2.220446049250313e-15
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,2.5625,r_1.0cm,1.0,2.549999999999999,2.55,8.881784197001252e-16,8.881784197001252e-16
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,2.5625,center,0.0,2.54999999999999,2.55,9.769962616701378e-15,9.769962616701378e-15
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,2.625,surface,2.0,2.5026445961163777,2.5393999842813026,0.03675538816492496,0.03675538816492496
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,2.625,r_1.5cm,1.5,2.549999999999997,2.549999999999994,-3.1086244689504383e-15,3.1086244689504383e-15
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,2.625,r_1.0cm,1.0,2.549999999999999,2.55,8.881784197001252e-16,8.881784197001252e-16
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,2.625,center,0.0,2.54999999999999,2.55,9.769962616701378e-15,9.769962616701378e-15
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,2.6875,surface,2.0,2.5019610391840352,2.539151404943154,0.037190365759118826,0.037190365759118826
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,2.6875,r_1.5cm,1.5,2.549999999999997,2.549999999999993,-3.9968028886505635e-15,3.9968028886505635e-15
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,2.6875,r_1.0cm,1.0,2.549999999999999,2.55,8.881784197001252e-16,8.881784197001252e-16
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,2.6875,center,0.0,2.54999999999999,2.55,9.769962616701378e-15,9.769962616701378e-15
