time_s,distance_cm,moisture_kg_kg
1172.5,1,2.5483946769097292
1172.75,1,2.548392798352944
1173,1,2.548390918329408
1173.25,1,2.548389036838667
1173.5,1,2.5483871538802685
1173.75,1,2.5483852694537603
1174,1,2.5483833835586873
1174.25,1,2.5483814961945974
1174.5,1,2.5483796073610376
1174.75,1,2.5483777170575568
1175,1,2.5483758252837019
1175.25,1,2.5483739320390226
1175.5,1,2.5483720373230669
1175.75,1,2.5483701411353841
1176,1,2.5483682434755224
1176.25,1,2.5483663443430324
1176.5,1,2.5483644437374653
1176.75,1,2.548362541658368
1177,1,2.5483606381052919
1177.25,1,2.548358733077789
1177.5,1,2.5483568265754086
1177.75,1,2.5483549185977017
1178,1,2.5483530091442206
1178.25,1,2.5483510982145163
1178.5,1,2.54834918580814
1178.75,1,2.5483472719246465
1179,1,2.5483453565635861
1179.25,1,2.5483434397245119
1179.5,1,2.5483415214069782
1179.75,1,2.5483396016105364
1180,1,2.5483376803347411
1180.25,1,2.548335757579145
1180.5,1,2.5483338333433032
1180.75,1,2.5483319076267708
1181,1,2.5483299804291017
1181.25,1,2.5483280517498494
1181.5,1,2.5483261215885715
1181.75,1,2.5483241899448226
1182,1,2.548322256818158
1182.25,1,2.5483203222081343
1182.5,1,2.5483183861143073
1182.75,1,2.5483164485362342
1183,1,2.5483145094734714
1183.25,1,2.5483125689255757
1183.5,1,2.5483106268921047
1183.75,1,2.5483086833726167
1184,1,2.5483067383666693
1184.25,1,2.5483047918738206
1184.5,1,2.5483028438936297
1184.75,1,2.5483008944256547
1185,1,2.5482989434694536
1185.25,1,2.548296991024587
1185.5,1,2.5482950370906141
1185.75,1,2.548293081667095
1186,1,2.54829112475359
1186.25,1,2.5482891663496585
1186.5,1,2.5482872064548627
1186.75,1,2.5482852450687625
1187,1,2.5482832821909187
1187.25,1,2.5482813178208943
1187.5,1,2.5482793519582492
1187.75,1,2.5482773846025468
1188,1,2.5482754157533494
1188.25,1,2.5482734454102194
1188.5,1,2.5482714735727194
1188.75,1,2.548269500240413
1189,1,2.5482675254128622
1189.25,1,2.5482655490896318
1189.5,1,2.5482635712702857
1189.75,1,2.5482615919543887
1190,1,2.5482596111415039
1190.25,1,2.5482576288311969
1190.5,1,2.5482556450230325
1190.75,1,2.5482536597165768
1191,1,2.5482516729113946
1191.25,1,2.5482496846070526
1191.5,1,2.5482476948031159
1191.75,1,2.548245703499151
1192,1,2.5482437106947251
1192.25,1,2.5482417163894047
1192.5,1,2.5482397205827567
1192.75,1,2.5482377232743496
1193,1,2.5482357244637512
1193.25,1,2.54823372415053
1193.5,1,2.5482317223342523
1193.75,1,2.5482297190144885
1194,1,2.5482277141908072
1194.25,1,2.5482257078627772
1194.5,1,2.5482237000299679
1194.75,1,2.5482216906919488
1195,1,2.5482196798482919
1195.25,1,2.548217667498565
1195.5,1,2.5482156536423397
1195.75,1,2.5482136382791865
1196,1,2.5482116214086759
1196.25,1,2.5482096030303802
